"ID_CIDERH","TEMP_MIN_RBE","Anio","Mes","Dia"
"M_015_A_II",2.0981307983398665,1997,6,22
"M_015_A_II",0.6774841308593977,1997,6,23
"M_015_A_II",-0.5614761352538835,1997,6,24
"M_015_A_II",-0.23013916015622726,1997,6,25
"M_015_A_II",-0.20899047851560226,1997,6,26
"M_015_A_II",-0.49480285644528976,1997,6,27
"M_015_A_II",-1.2282623291015398,1997,6,28
"M_015_A_II",-0.2447036743163835,1997,6,29
"M_015_A_II",0.9084030151367415,1997,6,30
"M_015_A_II",0.1308227539062728,1997,7,1
"M_015_A_II",0.2762466430664291,1997,7,2
"M_015_A_II",0.7604843139648665,1997,7,3
"M_015_A_II",3.284730529785179,1997,7,4
"M_015_A_II",1.0919433593750227,1997,7,5
"M_015_A_II",0.9165206909179915,1997,7,6
"M_015_A_II",1.6150146484375227,1997,7,7
"M_015_A_II",1.706391906738304,1997,7,8
"M_015_A_II",0.9611755371093978,1997,7,9
"M_015_A_II",2.166230773925804,1997,7,10
"M_015_A_II",2.7692504882812727,1997,7,11
"M_015_A_II",3.1146102905273665,1997,7,12
"M_015_A_II",2.3907562255859602,1997,7,13
"M_015_A_II",2.4964843750000227,1997,7,14
